index,Latest Revenue,Previous Quarter,3 Quarters Revenue,4 Quarters Revenue,Latest Gross Profit,Previous Gross Profit, 3 Quarters Gross Profit,4 Quarters Gross Profit,Latest Net Income,Previous Net Income,3 Quarters Net Income,4 Quarters Net Income,Market Cap,Sector,Next Earnings,Ticker,P/E Ratio TTM,Price to Sales TTM,Price to Cash Flow MRQ,Price to Free Cash Flow TTM,Price to Book MRQ,Price to Tangible Book MRQ,Gross margin TTM,Gross Margin 5YA,Operating margin TTM,Operating margin 5YA,Pretax margin TTM,Pretax margin 5YA,Net Profit margin TTM,Net Profit margin 5YA,Revenue/Share TTM,Basic EPS ANN,Diluted EPS ANN,Book Value/Share MRQ,Tangible Book Value/Share MRQ,Cash/Share MRQ,Cash Flow/Share TTM,Return on Equity TTM,Return on Equity 5YA,Return on Assets TTM,Return on Assets 5YA,Return on Investment TTM,Return on Investment 5YA,EPS(MRQ) vs Qtr. 1 Yr. Ago MRQ,EPS(TTM) vs TTM 1 Yr. Ago TTM,5 Year EPS Growth 5YA,Sales (MRQ) vs Qtr. 1 Yr. Ago MRQ,Sales (TTM) vs TTM 1 Yr. Ago TTM,5 Year Sales Growth 5YA,5 Year Capital Spending Growth 5YA,Quick Ratio MRQ,Current Ratio MRQ,LT Debt to Equity MRQ,Total Debt to Equity MRQ,Asset Turnover TTM,Inventory Turnover TTM,Revenue/Employee TTM,Net Income/Employee TTM,Receivable Turnover TTM,Dividend Yield ANN,Dividend Yield 5 Year Avg. 5YA,Dividend Growth Rate ANN,Payout Ratio TTM,Assets Current,Assets Previous,3 Quarter Assets,4 Quarter Assets,Latest Equity,Previous Quarter Equity,3 Quarter Equity,4 Quarter Equity,Month,YTD,Year,ThreeYear,3 Quarters Gross Profit,Sales Growth One Year,Revenue Growth Year,Revenue Growth Quarter,Gross Margin Quarter,Gross Margin Year,Operating Margin Quarter,Asset Turnover Quarter,Asset Turnover Year,Equity Growth Quarter,revenue_growth_score,gross_margin_score,assets_turnover_score,operating_margin_score,size_score_score,rev_score,mar_score,style_score,five_year_growth,five_year_margin,equity_growth_score,pbratio_score,psratio_score,pcf_score,SalesOneYear_score,peratio_score,combined_alpha
Lkq,3348.0,3185.99,3296.61,3435.11,1357,1357,1343.39,1357,371,280.1,378.15,421.11,14240000000.0,Consumer Discretionary,Jul 28 2022,LKQ,13.46,1.07,14.16,16.26,2.47,22.04,40.6%,39.33,10.93%,8.59,10.57%,7.79%,8.1%,5.59%,45.2,3.67,3.66,20.32,2.26,1.15,4.61,18.81,13.28,8.45,5.84%,10.52%,6.96%,7.15%,49.29%,19.99,5.59%,12.43%,8.8,7.22,0.85,1.88,46.33%,46.87%,1.04,3.17,288.39K,23.37K,10.65,2.0,0.0,0.0,13.3%,12778.0,12778.0,12460.86,12438.06,5784.0,5771.74,5901.81,5877.92,8.7,-14.89,0.81,86.19,1357,5.59,-0.025358722136991283,0.05085075596596356,0.40531660692951016,0.40917523449555276,0.11081242532855436,0.17467522303959931,0.17302799081755102,0.002124142806155547,69.63470319634703,41.32420091324201,76.48401826484019,43.37899543378995,19.863013698630137,35.82089552238806,58.2089552238806,94.02985074626866,63.013698630136986,52.054794520547944,46.79802955665024,40.182648401826484,15.296803652968036,36.07305936073059,22.831050228310502,28.538812785388128,23808.284426440572
Duke Realty Corp,278.16,264.57,280.37,271.69,201.97,201.97,198.25,201.97,276.98,127.68,524.72,200.73,19910000000.0,Real Estate,Jul 27 2022,DRE,19.31,18.17,0.0,-,3.19,3.19,72.48%,67.36,103.23%,56.08,96.14%,47.92%,94.35%,47.28%,2.84,2.25,2.25,16.24,16.24,0.02,3.47,17.9,9.21,10.39,5.49%,10.82%,5.69%,206.92%,178.99%,21.86,-3.85%,3.66%,8.65,33.6,-,-,59.26%,59.26%,0.11,-,3.22M,3.04M,5.8,2.16,2.31,8.64,39.79%,10587.41,10587.41,10048.38,9844.16,6227.81,6043.75,5950.3,5425.85,-7.95,-18.31,19.29,74.43,201.97,-3.85,0.023813905554124288,0.05136636806894218,0.7260928961748633,0.737931475442779,0.9957578372159908,0.017515142985867177,0.017234148861714055,0.03045460186142716,69.86301369863014,78.76712328767124,3.4246575342465753,100.0,36.986301369863014,27.586206896551722,75.86206896551724,103.44827586206895,62.10045662100456,84.24657534246576,71.42857142857143,51.141552511415526,98.85844748858447,10.159817351598173,37.67123287671233,46.57534246575342,23766.609307870527
Northern Trust,1703.1,1650.4,1618.1,1565.5,1718.7,1718.7,1633.8,1718.7,510.8,509.6,518.1,486.5,21330000000.0,Financial,Jul 20 2022,NTRS,14.27,3.28,99.28,25.17,2.04,2.02,100.96%,96.22,30.98%,29.45,30.98%,29.45%,23.86%,22.29%,31.3,7.16,7.14,54.75,50.97,18.16,9.76,14.27,13.35,0.93,0.95%,7.79%,7.52%,4.23%,28.62%,10.55,8.43%,7.48%,4.86,1.7,-,-,30.54%,"1,375.7%",0.04,-,309.82K,73.91K,-,2.72,2.27,15.65,39.24%,172565.0,172565.0,169085.7,172291.1,11409.8,12016.8,11898.8,11823,-6.08,-12.93,-13.33,9.89,1718.7,8.43,0.08789524113701687,0.03193165293262228,1.0091597674828254,1.0516589925196187,0.2999236686043098,0.006579549734882508,0.006313659587208685,-0.05051261567139339,64.15525114155251,97.94520547945206,1.141552511415525,84.47488584474885,39.49771689497717,71.21212121212122,92.42424242424242,163.63636363636363,41.0958904109589,100.0,17.733990147783253,31.27853881278539,55.593607305936075,94.29223744292237,57.99086757990868,30.47945205479452,23719.02890842428
Pepsico,16200.0,25248.0,20189.0,19217.0,8912,8912,10804,8912,5277,2546,3158,3130,222490000000.0,Consumer Staples,Jul 12 2022,PEP,21.97,2.8,192.41,141.95,12.44,-,53.42%,54.54,17.45%,14.88,15.84%,13.61%,12.89%,12.26%,58.17,5.65,5.62,13.15,-13.01,4.99,9.44,64.42,62.38,11.31,10.28%,15.38%,14.05%,147.88%,38.15%,5.22,9.31%,13.38%,4.82,8.75,0.68,0.87,190.03%,220.03%,0.88,8.08,261.66K,33.72K,8.83,2.81,2.76,5.79,57.66%,92962.0,92962.0,93254,92385,18202.0,16043.0,15872,15299,-0.52,-1.16,17.89,34.13,8912,9.31,-0.15699640942915127,-0.3583650190114068,0.5501234567901234,0.44089346229005366,0.3257407407407407,0.1161765022267163,0.14495887208393393,0.13457582746369132,1.5981735159817352,59.589041095890416,58.675799086758,88.35616438356165,96.11872146118722,9.090909090909092,66.66666666666666,75.75757575757575,40.8675799086758,71.00456621004567,92.61083743842364,88.12785388127854,49.885844748858446,98.63013698630137,8.447488584474886,55.25114155251142,23614.589276256727
C H Robinson Worldwide Inc,6815.95,6501.85,6263.69,5532.73,906.2,906.2,844.19,906.2,345.47,287.41,310.77,260.6,12920000000.0,Industrials,Aug 02 2022,CHRW,14.56,0.52,0.0,-,6.3,25.11,13.36%,15.36,4.8%,4.91,4.55%,4.65%,3.75%,3.59%,188.9,6.37,6.31,16.37,4.08,1.9,7.76,47.5,37.61,14.35,12.97%,25.87%,21.44%,60.23%,60.38%,11.93,41.88%,45.96%,11.94,-4.95,-,1.49,76.06%,106.49%,3.83,-,1.49M,55.77K,6.27,2.13,2.17,3.43,30.08%,7521.34,7521.34,6602.61,5906.56,2095.5,2021.93,1950.8,1906.17,2.43,-1.71,6.02,27.6,906.2,41.88,0.2319325179432216,0.048309327345293945,0.13295285323395858,0.14433257333892913,0.0506855243949853,0.6041432333422856,0.5565103204127633,0.036386027211624504,68.2648401826484,7.76255707762557,94.06392694063926,28.767123287671232,15.296803652968036,92.85714285714286,5.714285714285714,98.57142857142857,75.57077625570776,22.37442922374429,74.8768472906404,73.63013698630137,4.10958904109589,10.159817351598173,82.42009132420091,31.27853881278539,23609.834221832334
Iron Mountain Inc,1248.05,1159.59,1130.15,1119.76,844.95,844.95,789.04,844.95,221.46,196.4,181.44,305.93,14300000000.0,Real Estate,Jul 29 2022,IRM,33.26,3.18,0.0,-,19.56,-,69.38%,63.11,19.44%,18.81,13.3%,9.26%,9.61%,7.65%,15.97,1.56,1.55,2.61,-20.13,0.67,3.93,52.04,19.6,3.03,2.56%,3.45%,2.95%,-7.98%,36.8%,30.4,15.34%,11.94%,5.05,10.48,-,0.9,"1,348.31%","1,360.34%",0.31,-,174.11K,16.74K,4.96,4.85,0.0,0.0,161.86%,15627.98,15627.98,14234.4,14314.32,757.72,855.95,973.88,1147.74,-5.58,-0.0,23.13,61.71,844.95,15.34,0.11456919339858537,0.07628558369768629,0.677016145186491,0.725660486736589,0.17744481390969916,0.05323997940446131,0.04967106006875702,-0.11476137624861267,79.22374429223744,72.6027397260274,21.91780821917808,62.328767123287676,20.091324200913242,65.51724137931035,68.96551724137932,134.48275862068965,42.80821917808219,79.90867579908677,11.083743842364532,92.92237442922374,54.109589041095894,10.159817351598173,64.15525114155251,77.6255707762557,23602.00137211238
Honeywell Intl,8376.0,8657.0,8473.0,8808.0,2702,2702,2727,2702,1505,1793,1700,1881,131610000000.00002,Industrials,Jul 22 2022,HON,25.76,3.85,52.43,83.26,7.19,-,31.93%,31.7,20.05%,18.94,20.05%,18.94%,15.43%,14.74%,49.23,8.01,7.91,26.98,-4.45,14.36,9.34,28.88,30.18,8.35,9.15%,12.04%,13.34%,-19.02%,15.2%,4.98,-0.92%,5.17%,-2.63,-3.95,0.94,1.21,68.8%,105.47%,0.54,4.64,346.61K,53.49K,4.98,2.02,1.89,7.26,50.35%,63352.0,63352.0,64191,63945,18365.0,18569.0,17842,17938,2.56,-6.9,-15.29,13.1,2702,-0.92,-0.04904632152588556,-0.032459281506295484,0.3225883476599809,0.3149734802121583,0.17968003820439352,0.08814244222755399,0.09027339310519004,-0.010986052022187517,31.27853881278539,28.767123287671232,44.29223744292237,63.013698630136986,90.18264840182648,20.0,38.57142857142858,58.57142857142858,6.392694063926941,40.182648401826484,32.758620689655174,78.08219178082192,63.35616438356164,84.70319634703196,18.036529680365295,65.98173515981736,23351.546438131227
The Progressive,11835.8,12485.1,11852.6,11899.2,236.5,236.5,202.3,236.5,0,-,-,-,64489999999.99999,Financial,Jul 20 2022,PGR,30.42,1.36,17.48,10.48,3.95,3.97,-,0.0,6.13%,12.12,5.68%,11.62%,4.54%,9.12%,81.94,5.69,5.66,29.15,28.2,0.47,4.27,12.73,27.39,3.14,6.69%,-,-,-79.13%,-66.55%,26.29,3.46%,7.4%,15.28,2.52,-,-,37.45%,37.45%,0.69,-,981.08K,44.59K,-,0.36,2.97,-45.81,51.39%,0.0,0.0,-,-,1772.9,1735.9,1712.3,Retained Earnings (Accumulated Deficit),-3.83,5.04,0.67,38.5,236.5,3.46,-0.005328089283313286,-0.05200599114144068,0.01998175028303959,0.019678528561948884,0.0,inf,inf,0.02131459185436949,25.799086757990867,3.1963470319634704,97.71689497716895,14.269406392694064,79.45205479452055,37.878787878787875,13.636363636363635,51.51515151515151,83.56164383561644,9.817351598173515,66.00985221674877,59.1324200913242,22.26027397260274,41.55251141552511,28.31050228310502,74.08675799086758,23343.258449942437
Discovery Holding Co,3159.0,3187.0,3150.0,3062.0,1927,1927,1623,1927,353,508,323,778,42790000000.0,Communication Services,Aug 09 2022,WBD,8.67,3.37,17.47,17.06,0.74,-,61.16%,64.4,15.62%,19.44,14.43%,12.33%,11.79%,9.89%,18.93,1.55,1.54,23.51,-20.91,8.18,10.48,9.52,8.12,4.39,3.44%,5.16%,4.05%,226.68%,36.96%,3.54,13.14%,16.49%,13.41,33.49,-,2.01,113.67%,120.3%,0.37,-,1.14M,134.64K,5.12,0.0,0.0,0.0,0%,33799.0,33799.0,34318,34572,11969.0,11599.0,11611,11538,-27.25,-23.11,-49.23,-35.08,1927,13.14,0.03167864141084259,-0.008785691873235017,0.6100031655587211,0.6137920050963529,0.11174422285533396,0.0623095357850824,0.06192490902097695,0.03189930166393655,42.00913242009132,66.66666666666666,28.538812785388128,43.60730593607306,68.0365296803653,51.724137931034484,79.3103448275862,131.0344827586207,79.22374429223744,81.27853881278538,72.16748768472905,7.76255707762557,57.30593607305936,41.32420091324201,39.726027397260275,15.981735159817351,23295.696965607218
Factset Research Systems Inc,431.12,424.73,411.89,399.56,231.72,231.72,214.36,231.72,123.35,122.66,119.18,117.7,13640000000.0,Financial,Jun 28 2022,FDS,32.78,8.09,35.89,39.01,11.09,45.78,51.46%,59.15,28.96%,29.17,28.47%,28.38%,25.15%,23.59%,43.2,10.56,10.36,32.1,7.78,21.33,12.58,38.18,48.9,18.48,20.66%,21.11%,24.09%,13.34%,8.26%,4.81,10.04%,8.43%,7.14,5.14,-,3.72,47.26%,47.26%,0.73,-,153.08K,38.50K,9.27,1.0,0.96,9.83,29.54%,2374.16,2374.16,2224.94,2218.45,1215.98,1098.89,1016.35,1031.3,-11.59,-23.5,12.36,33.46,231.72,10.04,0.07898688557413155,0.015044852023638514,0.5374837632213769,0.5559167516343789,0.28611523473742806,0.12105895699250824,0.11704490570700093,0.10655297618505938,53.42465753424658,57.99086757990868,60.273972602739725,82.1917808219178,16.666666666666664,62.121212121212125,42.42424242424242,104.54545454545455,55.25114155251142,76.9406392694064,90.64039408866995,84.93150684931507,86.3013698630137,70.77625570776256,55.47945205479452,76.9406392694064,23290.213526042528
Prologis,1219.13,1277.23,1183.05,1150.84,891.64,891.64,874.05,891.64,392.6,477.28,411.86,386.34,90530000000.0,Real Estate,Jul 19 2022,PLD,23.93,18.32,0.0,-,2.59,2.59,74.15%,73.15,34.53%,28.78,85.84%,58.76%,82.16%,55.99%,6.31,3.97,3.94,46.17,46.17,2.58,7.24,11.25,7.95,6.87,4.82%,7.67%,5.53%,213.91%,175.34%,11.69,6.17%,4.8%,13.44,18.43,-,-,51.43%,53.75%,0.08,-,2.35M,1.93M,-,2.64,2.21,9.49,53.33%,59779.87,59779.87,57016.67,56441.39,34172.07,33426.87,32506.12,32105.71,-21.11,-23.76,11.95,66.97,891.64,6.17,0.05933926523235219,-0.04548906618228503,0.7313740126155537,0.7383800010351431,0.3220329251187322,0.013595769501227309,0.01346676844005627,0.022293442371361633,27.85388127853881,79.22374429223744,2.5114155251141552,87.67123287671232,86.5296803652968,48.275862068965516,79.3103448275862,127.58620689655172,79.68036529680366,89.95433789954338,66.7487684729064,42.12328767123288,99.08675799086758,10.159817351598173,49.77168949771689,60.50228310502283,23224.317880198843
Walgreen Co,33756.0,33901.0,34262.0,34030.0,7709,7709,7504,7709,1056,1283,915,813,35350000000.0,Consumer Staples,Jun 30 2022,WBA,6.02,0.26,13.9,17.92,1.33,-,22.02%,22.79,2.99%,3.12,4.72%,2.82%,3.78%,2.27%,156.86,2.31,2.3,30.91,-8.81,2.18,8.29,24.79,12.04,5.6,3.87%,8.3%,5.66%,-4.19%,751.39%,-9.66,2.98%,8.8%,2.46,0.8,0.35,0.74,45.57%,53.6%,1.48,12.12,673.01K,25.44K,26.64,4.64,2.95,5.34,27.79%,92683.0,92683.0,81285,91920,26701.0,26263.0,23419,22101,-1.28,-15.91,-19.14,-17.9,7709,2.98,-0.008051719071407582,-0.00427715996578272,0.22837421495437848,0.22682035174955315,0.031283327408460716,0.24280612410042834,0.2444694999802193,0.016677454974679207,43.83561643835616,16.666666666666664,86.7579908675799,25.34246575342466,60.04566210045662,27.27272727272727,24.242424242424242,51.515151515151516,26.71232876712329,29.45205479452055,62.5615763546798,17.009132420091326,1.2557077625570776,35.15981735159817,27.85388127853881,10.95890410958904,23196.927163530847
Simon Prop Grp,1295.92,1326.14,1296.55,1254.15,1058.26,1058.26,1049.17,1058.26,620.39,571.24,583.73,604.72,41820000000.0,Real Estate,Aug 01 2022,SPG,16.77,7.22,49.43,72.32,11.62,11.47,80.96%,81.74,46.01%,48.9,49.23%,42.53%,49.23%,42.53%,15.74,6.84,6.84,9.91,9.91,1.57,11.75,71.42,60.82,7.5,7.02%,8.69%,7.99%,-4.34%,92.39%,3.09,4.51%,15.1%,-1.2,-7.94,-,-,773.11%,773.11%,0.15,-,2.16M,1.06M,5.63,5.98,4.8,-9.53,91.65%,33451.43,33451.43,33946.14,34827.86,3255.65,3361.45,3378.1,3231.8,-8.68,-26.91,-4.42,-33.39,1058.26,4.51,0.03330542598572737,-0.022787940941378756,0.8166090499413543,0.8183329595805721,0.47872553861349465,0.02582689788348859,0.025772490642901266,-0.03147451248717063,35.61643835616438,88.58447488584474,7.9908675799086755,96.80365296803653,66.66666666666666,34.48275862068966,96.55172413793103,131.0344827586207,8.67579908675799,95.662100456621,21.428571428571427,86.3013698630137,83.78995433789954,83.33333333333334,40.8675799086758,37.89954337899543,22849.549002406817
Brown   Brown Inc,904.7,738.47,770.3,1542.63,0,0,-,0,283.1,151.72,212.38,454.1,15450000000.0,Financial,Jul 25 2022,BRO,25.64,4.97,19.74,20.33,3.61,-,-,0.0,26.93%,25.64,25.11%,23.64%,19.35%,17.48%,11.3,2.08,2.07,15.31,-6.98,6.05,2.74,14.68,12.71,6.02,5.72%,7.84%,7.93%,12.35%,16.54%,17.86,10.97%,15.04%,11.55,20.45,-,1.77,80.66%,81.64%,0.31,-,261.23K,50.54K,3.56,0.74,0.78,7.6,18.35%,11272.9,11272.9,9629.17,9357.9,4335.4,4196.89,4107.62,3946,-18.75,-17.62,10.26,80.94,0,10.97,-0.41353402954694257,0.2251005457229136,0.0,0.0,0.3129214104122914,0.05350294363769158,0.05848982959132079,0.03300300937122472,95.4337899543379,1.4840182648401825,22.37442922374429,86.3013698630137,23.515981735159816,6.0606060606060606,6.0606060606060606,12.121212121212121,74.20091324200914,9.817351598173515,72.66009852216749,54.794520547945204,74.88584474885845,45.662100456621005,2.73972602739726,65.75342465753424,22639.764880057744
Chubb Corp,9669.0,10483.0,10845.0,9664.0,822,822,866,822,71,71,71,73,85620000000.0,Financial,Jul 26 2022,CB,11.04,2.16,9.01,8.7,1.55,2.44,-,0.0,19.2%,14.45,23.38%,15.66%,20.2%,13.55%,92.99,19.41,19.27,133.82,85.1,4.09,19.44,14.19,8.83,4.21,2.71%,-,-,-9.47%,52.5%,16.77,-3.03%,6.25%,5.35,0.0,-,-,26.27%,28.87%,0.21,-,1.31M,264.94K,-,1.54,1.91,3.14,16.8%,0.0,0.0,-,-,8478.0,8752.0,9046,Retained Earnings (Accumulated Deficit),-1.89,6.84,21.37,41.83,822,-3.03,0.0005173841059602649,-0.0776495278069255,0.08501396214706795,0.08086372691276654,0.007343055124625091,inf,inf,-0.031307129798903106,18.949771689497716,5.0228310502283104,97.71689497716895,22.37442922374429,85.15981735159818,40.909090909090914,22.727272727272727,63.63636363636364,45.09132420091324,9.817351598173515,21.67487684729064,21.80365296803653,38.12785388127854,28.08219178082192,30.136986301369863,22.831050228310502,22523.789126162766
Sirius Satellite Radio Inc,2186.0,2281.0,2198.0,2159.0,1197,1197,1201,1197,510,475,545,658,24070000000.0,Communication Services,Jul 27 2022,SIRI,17.53,2.69,17.72,63.57,0.0,-,54.49%,56.94,24.8%,21.47,20.13%,16.34%,15.91%,12.22%,2.16,0.32,0.32,-0.91,-2.52,0.02,0.47,0.0,0.0,13.93,9.27%,19.39%,13.56%,47.67%,"3,767.23%",16.26,6.22%,8.32%,11.63,13.52,-,0.37,-,-,0.88,-,1.58M,251.16K,14.93,1.45,0.86,13.46,91.17%,10163.0,10163.0,10094,11201,-3587.0,-2625.0,-2555,-2515,-7.5,-4.88,2.9,5.23,1197,6.22,0.012505789717461788,-0.04164839982463832,0.5475754803293688,0.542611060743427,0.23330283623055809,0.143395978877628,0.144707927449244,0.36647619047619046,28.99543378995434,59.1324200913242,70.09132420091323,73.28767123287672,44.97716894977169,41.37931034482759,55.172413793103445,96.55172413793103,74.65753424657534,74.20091324200914,96.05911330049261,3.4246575342465753,48.17351598173516,42.00913242009132,33.56164383561644,40.63926940639269,22478.222777065483
Ecolab Inc,3266.7,3364.6,3320.8,3162.7,1246.2,1246.2,1357,1246.2,254.5,376.3,426.5,428.2,45060000000.0,Materials,Aug 02 2022,ECL,40.73,3.4,52.34,66.26,6.3,-,40.14%,41.55,11.33%,12.87,10.46%,11.84%,8.56%,9.72%,45.4,3.95,3.91,24.79,-17.98,0.35,6.87,16.57,17.41,5.71,6.68%,6.86%,8.1%,-10.99%,26.85%,-1.16,13.23%,12.53%,-0.64,-3.21,0.83,1.27,116.74%,123.71%,0.67,5.35,279.04K,23.88K,5.49,1.31,0.95,5.39,51.2%,21067.2,21067.2,17926.2,18533.7,7081.6,7224.2,6933.5,6709.1,-8.27,-30.95,-27.7,-11.08,1246.2,13.23,0.03288329591804471,-0.029097069488200705,0.38148590320506937,0.38008966968615615,0.07790736829216029,0.10337396521607047,0.10375370243791295,-0.019739209877910283,33.33333333333333,39.26940639269406,51.141552511415526,34.93150684931507,69.86301369863014,37.03703703703704,70.37037037037037,107.4074074074074,9.58904109589041,54.794520547945204,26.60098522167488,73.63013698630137,57.534246575342465,84.47488584474885,40.41095890410959,85.61643835616438,22469.190703626227
Air Prods   Chem,2945.1,2994.2,2841.1,2604.7,793.5,793.5,834.8,793.5,561.9,523,616.7,577.1,52170000000.0,Materials,Jul 28 2022,APD,23.99,4.57,0.0,-,3.73,4.12,28.12%,31.53,20.01%,22.14,23.19%,23.56%,19.13%,19.17%,51.16,9.16,9.12,62.93,56.92,14.42,15.79,16.3,15.64,8.12,8.32%,9.38%,9.57%,12.13%,15.76%,12.6,17.71%,22.92%,6.59,22.11,1.79,1.95,48.36%,53.32%,0.42,17.45,552.00K,105.58K,6.28,2.76,2.15,11.18,62.35%,27449.7,27449.7,26859.2,26252.1,13955.1,13825.1,13539.7,13082.9,-5.32,-23.19,-22.37,11.59,793.5,17.71,0.1306868353361232,-0.016398370182352517,0.26943057960680455,0.27878543007966555,0.1907914841601304,0.07152719337551958,0.06912704571148924,0.009403186957056369,37.89954337899543,20.091324200913242,32.42009132420091,65.98173515981736,74.65753424657534,70.37037037037037,40.74074074074074,111.11111111111111,53.76712328767124,39.26940639269406,55.172413793103445,56.278538812785385,71.57534246575342,10.159817351598173,66.66666666666666,60.73059360730594,22439.283839815245
Rollins Inc,590.68,600.34,650.2,638.2,295.3,295.3,344.73,295.3,91.67,95.57,126.85,133.55,17050000000.0,Industrials,Jul 27 2022,ROL,51.22,6.83,102.08,136.6,15.3,-,51.75%,51.28,18.05%,16.57,18.04%,16.8%,13.33%,12.25%,5.04,0.71,0.71,2.25,-0.12,0.52,0.87,31.53,31.33,16.49,17.26%,21.89%,23.31%,-21.85%,6.46%,15.9,10.29%,12.25%,9.03,-3.84,0.97,1.03,25.35%,26.71%,1.24,38.78,150.43K,20.05K,19.07,1.16,0.94,10.96,66.11%,2131.14,2131.14,1904.81,1921.69,1107.53,1082.05,1101.63,1050.68,-2.44,-0.47,-7.77,38.87,295.3,10.29,-0.07445941711062377,-0.016090881833627748,0.4999322814383423,0.47640173911640626,0.15519401367914948,0.18477747434080663,0.1939040450963647,0.023547895198927978,38.58447488584475,54.109589041095894,79.45205479452055,56.849315068493155,28.19634703196347,12.857142857142856,74.28571428571429,87.14285714285715,64.49771689497716,67.8082191780822,67.73399014778325,91.0958904109589,83.10502283105022,94.52054794520548,13.926940639269406,90.6392694063927,22422.244528420728
Autozone Inc,3369.75,3668.9,4913.48,3651.02,1785.23,1785.23,2567.84,1785.23,626.76,754.49,1044.03,803.5,37710000000.0,Consumer Discretionary,Aug 03 2022,AZO,16.63,2.34,12.61,12.05,0.0,-,52.51%,53.18,20.69%,18.73,19.48%,17.24%,15.44%,12.96%,717.25,97.6,95.19,-157.13,-172.29,11.99,130.18,0.0,0.0,17.06,14.57%,35.04%,29.55%,49.32%,40.17%,18.52,15.77%,16.53%,6.58,4.51,0.11,0.77,-,-,1.11,1.52,251.66K,38.85K,41.16,0.0,0.0,0.0,0%,14078.47,14078.47,14516.2,14137.95,-3137.48,-2124.75,-1797.54,-1763.39,-7.55,-4.54,31.0,103.92,1785.23,15.77,-0.07703874533691954,-0.08153670037340895,0.5297811410342014,0.4576588701640374,0.18599599376808368,0.15956989644471312,0.18471645001196865,0.4766348982233204,18.2648401826484,57.077625570776256,73.0593607305936,64.38356164383562,63.013698630136986,19.402985074626866,71.64179104477611,91.04477611940298,53.42465753424658,69.86301369863014,97.29064039408867,3.4246575342465753,41.210045662100455,32.99086757990868,13.470319634703195,37.44292237442922,22400.21877588238
Delphi Automotive,4178.0,4134.0,3654.0,3807.0,589,589,516,589,256,113,215,284,26200000000.0,Consumer Discretionary,Aug 03 2022,APTV,79.53,1.62,46.55,-,3.04,5.11,14.57%,17.6,5.5%,10.34,4.4%,9.35%,3.93%,8.39%,58.16,1.95,1.94,30.99,18.43,18,4.9,3.9,22.86,3.27,8.34%,4.22%,11.77%,-73.84%,-28.31%,-8.61,3.85%,13.78%,4.94,-1.44,2.04,2.6,77.45%,77.87%,0.83,7.02,101.76K,4.00K,5.39,0.0,0.0,0.0,0%,20404.0,20404.0,17651,17780,8396.0,8347.0,8294,8322,-8.72,-40.51,-29.49,33.13,589,3.85,0.09745206199106908,0.010643444605708756,0.14097654380086166,0.14936917517276357,0.061273336524652944,0.13650918120629943,0.128839116513102,0.005870372588954115,49.77168949771689,8.904109589041095,67.35159817351598,31.506849315068493,48.858447488584474,62.68656716417911,8.955223880597014,71.64179104477613,41.55251141552511,24.200913242009133,51.231527093596064,48.401826484018265,28.08219178082192,80.82191780821918,59.817351598173516,95.4337899543379,22340.058731915695
Stanley Works,4448.0,4068.3,11548.9,8498.0,1394.2,1394.2,4052.5,1394.2,230.4,204.6,1612,1220.7,17720000000.0,Industrials,Jul 26 2022,SWK,14.88,1.07,0.0,-,2.01,-,32.03%,34.59,8.74%,10.76,7.62%,9.49%,7.82%,8.43%,98.89,10,9.62,61.96,-25.74,1.1,11.19,13.87,14.22,4.8,5.53%,6.78%,7.1%,-65.68%,-13.52%,8.05,19.54%,19.75%,6.14,8.39,0.32,0.89,57.26%,111.66%,0.61,2.36,229.23K,17.92K,9.77,2.72,1.64,4.92,37.22%,29358.7,29358.7,24326.6,23962.9,9352.8,11590.5,11316.3,11084,-13.33,-35.53,-43.7,-12.11,1394.2,19.54,-0.4765827253471405,0.09333136691001151,0.3134442446043166,0.19524423033833746,0.051798561151079135,0.10100356396343615,0.16215068560029336,-0.1930632845865149,82.64840182648402,26.94063926940639,50.2283105022831,29.22374429223744,30.59360730593607,1.4285714285714286,15.714285714285714,17.142857142857142,50.2283105022831,44.29223744292237,6.157635467980295,29.794520547945208,15.296803652968036,10.159817351598173,0.684931506849315,32.42009132420091,22335.06646872259
J.B. Hunt Transpo,3488.59,3496.97,3144.81,2908.37,591.25,591.25,528.19,591.25,334.29,322.5,273.83,241.55,17050000000.0,Industrials,Jul 19 2022,JBHT,20.2,1.31,112.34,-,5.24,5.67,16.86%,17.51,8.99%,8.12,8.63%,7.66%,6.58%,6.99%,122.53,7.22,7.14,31.05,28.74,1.38,13.4,28.7,29.54,13.0,12.45%,16.74%,15.79%,67.13%,56.72%,13.37,33.25%,30.73%,13.17,8.22,-,1.27,29.06%,39.86%,1.98,-,394.58K,25.95K,8.8,0.98,0.78,7.12,15.95%,7031.94,7031.94,6513.19,6323.39,3253.54,3117.82,2922.23,2799.03,2.58,-13.68,-0.03,82.74,591.25,33.25,0.19950006360951333,-0.0023963602776116625,0.1694810797485517,0.18138255690350452,0.09582381420573928,0.330737558435747,0.30903610288673294,0.043530415482612786,44.74885844748858,10.045662100456621,91.0958904109589,39.726027397260275,28.19634703196347,91.42857142857143,12.857142857142856,104.28571428571429,78.99543378995433,23.972602739726025,77.83251231527095,67.35159817351598,21.461187214611872,95.662100456621,79.68036529680366,48.63013698630137,22281.249297073573
